None,Reduced,Best,Best,DAFJS02.txt,-0.1,28098,0,0
None,Reduced,Best,Best,DAFJS01.txt,-0.1,26203,0.003,0.003
None,Reduced,Best,Best,DAFJS04.txt,-0.1,52494,0.009,0.008
None,Reduced,Best,Best,DAFJS05.txt,-0.1,40723,0.008,0.007
None,Reduced,Best,Best,DAFJS09.txt,-0.1,45796,0.005,0.004
None,Reduced,Best,Best,DAFJS03.txt,-0.1,51580,0.017,0.016
None,Reduced,Best,Best,DAFJS06.txt,-0.1,44877,0.015,0.014
None,Reduced,Best,Best,DAFJS10.txt,-0.1,51277,0.043,0.04
None,Reduced,Best,Best,DAFJS08.txt,-0.1,56561,0.057,0.052
None,Reduced,Best,Best,DAFJS07.txt,-0.1,53651,0.067,0.063
None,Reduced,Best,Best,DAFJS14.txt,-0.1,70357,0.022,0.018
None,Reduced,Best,Best,DAFJS18.txt,-0.1,71052,0.031,0.027
None,Reduced,Best,Best,DAFJS13.txt,-0.1,56453,0.051,0.047
None,Reduced,Best,Best,DAFJS19.txt,-0.1,57471,0.086,0.083
None,Reduced,Best,Best,DAFJS17.txt,-0.1,69975,0.115,0.106
None,Reduced,Best,Best,DAFJS11.txt,-0.1,64796,0.173,0.158
None,Reduced,Best,Best,DAFJS20.txt,-0.1,66674,0.218,0.211
None,Reduced,Best,Best,DAFJS21.txt,-0.1,71913,0.246,0.228
None,Reduced,Best,Best,DAFJS12.txt,-0.1,61533,0.265,0.252
None,Reduced,Best,Best,DAFJS15.txt,-0.1,62030,0.392,0.373
None,Reduced,Best,Best,DAFJS16.txt,-0.1,66153,0.698,0.68
None,Reduced,Best,Best,YFJS02.txt,-0.1,76529,0.001,0.001
None,Reduced,Best,Best,YFJS01.txt,-0.1,79657,0.005,0.004
None,Reduced,Best,Best,DAFJS23.txt,-0.1,47520,0.06,0.054
None,Reduced,Best,Best,DAFJS24.txt,-0.1,55115,0.078,0.067
None,Reduced,Best,Best,DAFJS27.txt,-0.1,78967,0.099,0.069
None,Reduced,Best,Best,DAFJS30.txt,-0.1,56839,0.12,0.11
None,Reduced,Best,Best,DAFJS26.txt,-0.1,76328,0.161,0.147
None,Reduced,Best,Best,DAFJS29.txt,-0.1,65758,0.202,0.191
None,Reduced,Best,Best,DAFJS28.txt,-0.1,53505,0.211,0.204
None,Reduced,Best,Best,DAFJS22.txt,-0.1,62189,0.287,0.277
None,Reduced,Best,Best,DAFJS25.txt,-0.1,73353,0.494,0.481
None,Reduced,Best,Best,YFJS03.txt,-0.1,36409,0,0
None,Reduced,Best,Best,YFJS04.txt,-0.1,45533,0,0
None,Reduced,Best,Best,YFJS05.txt,-0.1,45421,0.001,0
None,Reduced,Best,Best,YFJS10.txt,-0.1,42278,0,0
None,Reduced,Best,Best,YFJS06.txt,-0.1,44936,0.004,0.003
None,Reduced,Best,Best,YFJS08.txt,-0.1,41754,0.003,0.002
None,Reduced,Best,Best,YFJS09.txt,-0.1,23944,0.002,0.001
None,Reduced,Best,Best,YFJS07.txt,-0.1,48355,0.004,0.004
None,Reduced,Best,Best,YFJS11.txt,-0.1,52196,0.005,0.004
None,Reduced,Best,Best,YFJS13.txt,-0.1,46578,0.006,0.005
None,Reduced,Best,Best,YFJS12.txt,-0.1,52650,0.009,0.007
None,Reduced,Best,Best,DAFJS01.txt,-0.2,24993,0.002,0.002
None,Reduced,Best,Best,DAFJS02.txt,-0.2,27727,0.001,0.001
None,Reduced,Best,Best,DAFJS04.txt,-0.2,46502,0.005,0.004
None,Reduced,Best,Best,DAFJS03.txt,-0.2,45916,0.023,0.021
None,Reduced,Best,Best,YFJS16.txt,-0.1,115312,0.414,0.388
None,Reduced,Best,Best,YFJS14.txt,-0.1,118731,0.467,0.44
None,Reduced,Best,Best,YFJS17.txt,-0.1,104466,0.832,0.779
None,Reduced,Best,Best,YFJS15.txt,-0.1,125754,0.936,0.92
None,Reduced,Best,Best,YFJS19.txt,-0.1,100158,1.762,1.707
None,Reduced,Best,Best,YFJS20.txt,-0.1,94201,1.841,1.756
None,Reduced,Best,Best,YFJS18.txt,-0.1,119224,4.457,4.356
None,Reduced,Best,Best,DAFJS05.txt,-0.2,38484,0.007,0.007
None,Reduced,Best,Best,DAFJS06.txt,-0.2,41909,0.009,0.007
None,Reduced,Best,Best,DAFJS10.txt,-0.2,45868,0.005,0.002
None,Reduced,Best,Best,DAFJS09.txt,-0.2,37876,0.011,0.009
None,Reduced,Best,Best,DAFJS13.txt,-0.2,49179,0.029,0.026
None,Reduced,Best,Best,DAFJS08.txt,-0.2,51128,0.058,0.052
None,Reduced,Best,Best,DAFJS07.txt,-0.2,44147,0.073,0.069
None,Reduced,Best,Best,DAFJS14.txt,-0.2,54609,0.081,0.078
None,Reduced,Best,Best,DAFJS15.txt,-0.2,53677,0.089,0.072
None,Reduced,Best,Best,DAFJS11.txt,-0.2,52845,0.146,0.134
None,Reduced,Best,Best,DAFJS12.txt,-0.2,52355,0.16,0.148
None,Reduced,Best,Best,DAFJS19.txt,-0.2,51065,0.027,0.02
None,Reduced,Best,Best,DAFJS23.txt,-0.2,42943,0.043,0.039
None,Reduced,Best,Best,DAFJS17.txt,-0.2,54456,0.09,0.084
None,Reduced,Best,Best,DAFJS18.txt,-0.2,57274,0.099,0.093
None,Reduced,Best,Best,DAFJS24.txt,-0.2,46985,0.112,0.102
None,Reduced,Best,Best,DAFJS22.txt,-0.2,53728,0.173,0.157
None,Reduced,Best,Best,DAFJS21.txt,-0.2,57787,0.215,0.193
