ILS,-0.1,DAFJS01.txt,29769,0,1705599991
ILS,-0.2,DAFJS01.txt,28920,0,1705599991
ILS,-0.3,DAFJS01.txt,22616,0,1705599991
ILS,-0.1,DAFJS01.txt,26203,0.001,1705599991
ILS,-0.3,DAFJS01.txt,21685,0,1705599991
ILS,-0.2,DAFJS01.txt,24993,0.001,1705599991
ILS,-0.1,DAFJS02.txt,32467,0,1705599991
ILS,-0.1,DAFJS01.txt,25620,0.003,1705599991
ILS,-0.1,DAFJS02.txt,28098,0,1705599991
ILS,-0.2,DAFJS01.txt,23923,0.003,1705599991
ILS,-0.2,DAFJS02.txt,28154,0,1705599991
ILS,-0.2,DAFJS01.txt,23687,0.004,1705599991
ILS,-0.3,DAFJS02.txt,26183,0,1705599991
ILS,-0.2,DAFJS02.txt,27727,0.001,1705599991
ILS,-0.3,DAFJS02.txt,23021,0,1705599991
ILS,-0.1,DAFJS03.txt,53688,0,1705599991
ILS,-0.3,DAFJS01.txt,21321,0.005,1705599991
ILS,-0.2,DAFJS03.txt,48555,0,1705599991
ILS,-0.3,DAFJS03.txt,43964,0,1705599991
ILS,-0.3,DAFJS02.txt,22429,0.003,1705599991
ILS,-0.1,DAFJS01.txt,24799,0.011,1705599991
ILS,-0.1,DAFJS01.txt,24602,0.012,1705599991
ILS,-0.1,DAFJS01.txt,24478,0.013,1705599991
ILS,-0.2,DAFJS02.txt,27058,0.009,1705599991
ILS,-0.2,DAFJS01.txt,23336,0.014,1705599991
ILS,-0.2,DAFJS02.txt,26265,0.012,1705599991
ILS,-0.3,DAFJS01.txt,20869,0.018,1705599991
ILS,-0.3,DAFJS03.txt,42258,0.011,1705599991
ILS,-0.1,DAFJS03.txt,51580,0.016,1705599991
ILS,-0.2,DAFJS01.txt,23193,0.024,1705599991
ILS,-0.2,DAFJS01.txt,23096,0.025,1705599991
ILS,-0.1,DAFJS02.txt,27620,0.024,1705599991
ILS,-0.1,DAFJS02.txt,27336,0.025,1705599991
ILS,-0.2,DAFJS03.txt,45916,0.019,1705599991
ILS,-0.2,DAFJS01.txt,23092,0.034,1705599991
ILS,-0.3,DAFJS03.txt,41665,0.026,1705599991
ILS,-0.1,DAFJS03.txt,51359,0.028,1705599991
ILS,-0.2,DAFJS02.txt,24691,0.036,1705599991
ILS,-0.3,DAFJS03.txt,41568,0.041,1705599991
ILS,-0.3,DAFJS01.txt,20512,0.049,1705599991
ILS,-0.2,DAFJS01.txt,22672,0.073,1705599991
ILS,-0.2,DAFJS03.txt,45730,0.07,1705599991
ILS,-0.3,DAFJS03.txt,41408,0.082,1705599991
ILS,-0.3,DAFJS03.txt,40337,0.096,1705599991
ILS,-0.2,DAFJS01.txt,21913,0.225,1705599991
ILS,-0.1,DAFJS03.txt,51175,0.229,1705599991
ILS,-0.1,DAFJS01.txt,24324,0.264,1705599991
ILS,-0.1,DAFJS03.txt,50734,0.333,1705599991
ILS,-0.1,DAFJS03.txt,50421,0.367,1705599991
ILS,-0.3,DAFJS01.txt,20180,0.396,1705599991
ILS,-0.2,DAFJS02.txt,24477,0.4,1705599991
ILS,-0.1,DAFJS01.txt,23957,0.485,1705599991
ILS,-0.2,DAFJS01.txt,21898,0.531,1705599991
ILS,-0.2,DAFJS03.txt,45595,0.536,1705599991
ILS,-0.2,DAFJS03.txt,45555,0.546,1705599991
ILS,-0.2,DAFJS03.txt,45496,0.575,1705599991
ILS,-0.2,DAFJS03.txt,45368,0.641,1705599991
ILS,-0.3,DAFJS02.txt,22191,0.683,1705599991
ILS,-0.2,DAFJS03.txt,45221,0.683,1705599991
ILS,-0.3,DAFJS01.txt,20139,0.764,1705599991
ILS,-0.3,DAFJS03.txt,40065,0.79,1705599991
ILS,-0.1,DAFJS02.txt,26989,0.865,1705599991
ILS,-0.3,DAFJS01.txt,20130,0.911,1705599991
ILS,-0.3,DAFJS02.txt,22178,0.931,1705599991
ILS,-0.2,DAFJS03.txt,44984,0.934,1705599991
ILS,-0.3,DAFJS01.txt,19751,0.946,1705599991
ILS,-0.3,DAFJS01.txt,19729,0.954,1705599991
ILS,-0.2,DAFJS03.txt,44837,1.123,1705599991
ILS,-0.2,DAFJS03.txt,44803,1.369,1705599991
ILS,-0.2,DAFJS01.txt,21861,1.461,1705599991
ILS,-0.1,DAFJS01.txt,23633,1.468,1705599991
ILS,-0.3,DAFJS02.txt,22147,1.513,1705599991
ILS,-0.2,DAFJS03.txt,44778,1.895,1705599991
ILS,-0.1,DAFJS01.txt,23460,1.972,1705599991
ILS,-0.1,DAFJS02.txt,26575,2.047,1705599991
ILS,-0.3,DAFJS03.txt,39589,2.152,1705599991
ILS,-0.3,DAFJS03.txt,39477,2.228,1705599991
ILS,-0.2,DAFJS03.txt,44466,2.238,1705599991
ILS,-0.2,DAFJS02.txt,24463,4.758,1705599991
ILS,-0.2,DAFJS03.txt,44453,5.767,1705599991
ILS,-0.2,DAFJS03.txt,44351,6.784,1705599991
ILS,-0.2,DAFJS01.txt,21683,9.797,1705599991
ILS,-0.1,DAFJS02.txt,26544,10.288,1705599991
ILS,-0.1,DAFJS02.txt,26432,11.447,1705599991
ILS,-0.3,DAFJS01.txt,19716,11.609,1705599991
ILS,-0.3,DAFJS03.txt,39370,15.289,1705599991
ILS,-0.3,DAFJS03.txt,39301,18.46,1705599991
ILS,-0.3,DAFJS03.txt,39127,18.526,1705599991
