instance_prefix,alfa,cv,min
DA,-0.3,0.0005759068571768858,36980.96666666667
DA,-0.2,0.00034396716018671197,43203.23333333333
DA,-0.1,6.307622590813653e-06,50737.666666666664
YF,-0.3,0.0,50461.95
YF,-0.2,0.0,57500.0
YF,-0.1,0.0,65630.05
