instance_prefix,alfa,cv,min
DA,-0.3,0.0018816460807415932,19225.033333333333
DA,-0.2,0.0008381143445184969,20636.333333333332
DA,-0.1,0.0007177904008710755,22138.733333333334
YF,-0.3,0.0025232568715534255,30671.666666666668
YF,-0.2,0.0021122287254106077,32851.666666666664
YF,-0.1,0.002292696392487422,35178.933333333334
