instance_prefix,alfa,cv,min
MK,-0.3,0.0039864142476180925,14814.666666666666
MK,-0.2,0.004712687228884691,18412.4
MK,-0.1,0.004788693721063666,23252.466666666667
mf,-0.3,0.003822881977546796,57997.3
mf,-0.2,0.001041088910793886,62453.5
mf,-0.1,0.0027218123100835657,67134.3
sf,-0.3,0.0,21653.9
sf,-0.2,0.0,22872.1
sf,-0.1,0.0,24215.4
