instance_prefix,alfa,cv,min
DA,-0.3,0.0013875470854899012,19246.733333333334
DA,-0.2,0.0014078090228620023,20637.3
DA,-0.1,0.0003496945772614703,22136.866666666665
YF,-0.3,0.0014984965426849846,30649.1
YF,-0.2,0.0012604762601369538,32822.166666666664
YF,-0.1,0.0004159007273369625,35175.833333333336
