instance_prefix,alfa,cv,min
MK,-0.3,0.0021655480617546055,14424.4
MK,-0.2,0.0020877508976637075,17964.2
MK,-0.1,0.0025148215396346082,22580.333333333332
mf,-0.3,0.0007507880300591064,56961.6
mf,-0.2,0.0006429481609078367,61185.2
mf,-0.1,0.0016727836934188902,65769.5
sf,-0.3,0.0,21653.9
sf,-0.2,0.0,22872.1
sf,-0.1,0.0,24215.4
