instance_prefix,alfa,cv,min
MK,-0.3,0.0061932254642710375,14516.466666666667
MK,-0.2,0.005853453086783824,18041.333333333332
MK,-0.1,0.006635218554054592,22655.333333333332
mf,-0.3,0.0009541178690298805,56995.9
mf,-0.2,0.0008291190630994568,61288.6
mf,-0.1,0.001346716159085946,66045.7
sf,-0.3,0.0,21653.9
sf,-0.2,0.0,22872.1
sf,-0.1,0.0,24215.4
