instance_prefix,alfa,cv,min
DA,-0.3,0.005195132770152606,37388.933333333334
DA,-0.2,0.004209718321353742,43904.566666666666
DA,-0.1,0.004602075478104877,51598.566666666666
YF,-0.3,0.0035207262095781804,47873.8
YF,-0.2,0.003094562736205201,54362.45
YF,-0.1,0.002189320778878989,61867.6
