instance_prefix,alfa,cv,min
DA,-0.3,,19407.133333333335
DA,-0.2,,20836.633333333335
DA,-0.1,,22339.2
YF,-0.3,,30776.9
YF,-0.2,,33034.333333333336
YF,-0.1,,35470.5
