instance_prefix,alfa,cv,min
DA,-0.3,0.005077557027308279,38500.76666666667
DA,-0.2,0.005077215561326468,45071.03333333333
DA,-0.1,0.004629154063567802,52937.166666666664
YF,-0.3,0.004413403776267334,50800.1
YF,-0.2,0.003460392883645324,57251.2
YF,-0.1,0.003977449638819907,64638.3
