instance_prefix,alfa,cv,min
DA,-0.3,0.005667291362584116,38376.03333333333
DA,-0.2,0.0057154748023059195,44838.1
DA,-0.1,0.005713850112846586,52888.8
YF,-0.3,0.005552803881921559,50492.85
YF,-0.2,0.006921023200164658,57168.6
YF,-0.1,0.005164268263555548,64734.4
