instance_prefix,alfa,cv,min
DA,-0.3,0.004783875359746468,19226.6
DA,-0.2,0.0027780602409568944,20629.5
DA,-0.1,0.0029080147575201833,22127.366666666665
YF,-0.3,0.0018336894514636632,30645.133333333335
YF,-0.2,0.0025473770303028444,32807.8
YF,-0.1,0.0028247180064544988,35176.933333333334
