instance,alfa,mean,std,min,cv,instance_prefix,method,instance_group
DAFJS01.txt,-0.3,19716.0,0.0,19716,0.0,DA,ILS-CN,complete
DAFJS01.txt,-0.2,21683.0,0.0,21683,0.0,DA,ILS-CN,complete
DAFJS01.txt,-0.1,23460.0,0.0,23460,0.0,DA,ILS-CN,complete
DAFJS02.txt,-0.3,22147.0,0.0,22147,0.0,DA,ILS-CN,complete
DAFJS02.txt,-0.2,24235.0,0.0,24235,0.0,DA,ILS-CN,complete
DAFJS02.txt,-0.1,26432.0,0.0,26432,0.0,DA,ILS-CN,complete
DAFJS03.txt,-0.3,39254.6,154.25239058115073,38994,0.003929536680571213,DA,ILS-CN,complete
DAFJS03.txt,-0.2,44530.4,51.65559021054763,44453,0.00116000732556967,DA,ILS-CN,complete
DAFJS03.txt,-0.1,50517.2,41.275900959276385,50462,0.0008170662855280259,DA,ILS-CN,complete
DAFJS04.txt,-0.3,39530.6,45.5005494472318,39492,0.0011510209672312539,DA,ILS-CN,complete
DAFJS04.txt,-0.2,45122.8,112.73287009563794,44938,0.002498357151941766,DA,ILS-CN,complete
DAFJS04.txt,-0.1,52057.6,41.548766528020565,51992,0.0007981306577333677,DA,ILS-CN,complete
DAFJS05.txt,-0.3,27240.8,24.873680869545556,27221,0.0009131039055220682,DA,ILS-CN,complete
DAFJS05.txt,-0.2,30882.0,113.94516224921486,30773,0.0036896950407750424,DA,ILS-CN,complete
DAFJS05.txt,-0.1,34716.8,109.49748855567339,34660,0.0031540202021981684,DA,ILS-CN,complete
DAFJS06.txt,-0.3,26658.0,63.98046576885822,26552,0.0024000474817637563,DA,ILS-CN,complete
DAFJS06.txt,-0.2,30807.0,166.1505341550243,30553,0.005393272118512815,DA,ILS-CN,complete
DAFJS06.txt,-0.1,35511.0,204.01225453388733,35302,0.005745043916923977,DA,ILS-CN,complete
DAFJS07.txt,-0.3,35539.0,201.0186558506446,35262,0.005656283402758789,DA,ILS-CN,complete
DAFJS07.txt,-0.2,40235.0,275.8133426794288,39788,0.006855060088963061,DA,ILS-CN,complete
DAFJS07.txt,-0.1,45665.8,281.48747751898367,45306,0.006164076344200335,DA,ILS-CN,complete
DAFJS08.txt,-0.3,39506.6,126.76868698539043,39413,0.0032087976941926268,DA,ILS-CN,complete
DAFJS08.txt,-0.2,45885.4,122.8364766671531,45784,0.0026770274786130904,DA,ILS-CN,complete
DAFJS08.txt,-0.1,53500.6,36.377190655684004,53463,0.0006799398633974947,DA,ILS-CN,complete
DAFJS09.txt,-0.3,31008.4,59.49201627109329,30945,0.0019185774264745452,DA,ILS-CN,complete
DAFJS09.txt,-0.2,35408.6,116.67390453738952,35244,0.0032950725116889547,DA,ILS-CN,complete
DAFJS09.txt,-0.1,40661.2,139.18943925456446,40537,0.003423151290531624,DA,ILS-CN,complete
DAFJS10.txt,-0.3,31368.4,129.54072718647183,31191,0.004129656826184052,DA,ILS-CN,complete
DAFJS10.txt,-0.2,37276.4,95.67288016987911,37172,0.002566580468335974,DA,ILS-CN,complete
DAFJS10.txt,-0.1,44517.2,287.72851787752944,44058,0.006463311211790711,DA,ILS-CN,complete
DAFJS11.txt,-0.3,40706.2,167.65947632030782,40549,0.004118770023247265,DA,ILS-CN,complete
DAFJS11.txt,-0.2,47419.2,117.88426527743229,47221,0.0024860028274924987,DA,ILS-CN,complete
DAFJS11.txt,-0.1,55653.2,229.98521691621738,55393,0.004132470674035229,DA,ILS-CN,complete
DAFJS12.txt,-0.3,38826.4,135.12327704729475,38671,0.0034801907219648162,DA,ILS-CN,complete
DAFJS12.txt,-0.2,45785.0,241.04978738841484,45394,0.005264820080559459,DA,ILS-CN,complete
DAFJS12.txt,-0.1,53677.8,378.79242336667767,53175,0.0070567799605549715,DA,ILS-CN,complete
DAFJS13.txt,-0.3,37902.4,185.04675084961625,37699,0.0048821908599354195,DA,ILS-CN,complete
DAFJS13.txt,-0.2,45473.8,245.19114992185126,45187,0.0053919212804263384,DA,ILS-CN,complete
DAFJS13.txt,-0.1,54670.2,189.09442085899863,54371,0.003458820726081094,DA,ILS-CN,complete
DAFJS14.txt,-0.3,42626.4,225.69182528394754,42260,0.0052946489800674585,DA,ILS-CN,complete
DAFJS14.txt,-0.2,51049.4,215.83396396304204,50897,0.004227943207227549,DA,ILS-CN,complete
DAFJS14.txt,-0.1,61415.0,400.4509957535378,60882,0.006520410254067212,DA,ILS-CN,complete
DAFJS15.txt,-0.3,42253.6,85.544140652648,42172,0.002024540882969688,DA,ILS-CN,complete
DAFJS15.txt,-0.2,49301.2,161.20390814121149,49120,0.0032697765600271694,DA,ILS-CN,complete
DAFJS15.txt,-0.1,57929.6,216.0006944433287,57554,0.0037286757450997196,DA,ILS-CN,complete
DAFJS16.txt,-0.3,42775.8,133.50355800502066,42572,0.003121006690816318,DA,ILS-CN,complete
DAFJS16.txt,-0.2,50221.2,234.73964300901602,49896,0.004674114577290388,DA,ILS-CN,complete
DAFJS16.txt,-0.1,58766.0,334.59901374630437,58327,0.005693751722872144,DA,ILS-CN,complete
DAFJS17.txt,-0.3,43381.2,150.0839764931619,43143,0.003459654792701952,DA,ILS-CN,complete
DAFJS17.txt,-0.2,53353.0,323.7846506553386,52783,0.006068724357680705,DA,ILS-CN,complete
DAFJS17.txt,-0.1,65363.2,268.5864851402624,65121,0.004109139166079115,DA,ILS-CN,complete
DAFJS18.txt,-0.3,45180.4,117.72552824260319,45043,0.0026056769803411033,DA,ILS-CN,complete
DAFJS18.txt,-0.2,54462.2,165.82430461183841,54237,0.0030447595692395537,DA,ILS-CN,complete
DAFJS18.txt,-0.1,66269.2,277.42963071741326,65889,0.004186403800218099,DA,ILS-CN,complete
DAFJS19.txt,-0.3,34383.4,170.10232214758247,34104,0.004947222268524417,DA,ILS-CN,complete
DAFJS19.txt,-0.2,39523.6,196.6349409438717,39312,0.00497512728961612,DA,ILS-CN,complete
DAFJS19.txt,-0.1,45285.4,390.19008188317736,44744,0.008616244570726489,DA,ILS-CN,complete
DAFJS20.txt,-0.3,41441.4,159.4515600425411,41242,0.0038476393182310708,DA,ILS-CN,complete
DAFJS20.txt,-0.2,49428.0,172.05667670857744,49226,0.003480955667002052,DA,ILS-CN,complete
DAFJS20.txt,-0.1,58764.8,440.7756799098607,58137,0.007500675232619879,DA,ILS-CN,complete
DAFJS21.txt,-0.3,44843.2,217.3745615291731,44519,0.00484743643471414,DA,ILS-CN,complete
DAFJS21.txt,-0.2,54313.8,122.71389489377371,54163,0.0022593502000186638,DA,ILS-CN,complete
DAFJS21.txt,-0.1,66429.6,247.03096971837488,66006,0.0037186882010184445,DA,ILS-CN,complete
DAFJS22.txt,-0.3,37782.2,155.27137534008114,37610,0.004109643571313506,DA,ILS-CN,complete
DAFJS22.txt,-0.2,46695.4,227.58031549323383,46468,0.004873720227115172,DA,ILS-CN,complete
DAFJS22.txt,-0.1,57789.2,216.9025126641001,57426,0.0037533399435205907,DA,ILS-CN,complete
DAFJS23.txt,-0.3,33087.4,93.79392304408584,32960,0.00283473234657561,DA,ILS-CN,complete
DAFJS23.txt,-0.2,37528.8,470.1097744144455,36733,0.012526640191384896,DA,ILS-CN,complete
DAFJS23.txt,-0.1,42737.0,291.09448637856434,42255,0.006811299023763117,DA,ILS-CN,complete
DAFJS24.txt,-0.3,36341.2,134.76164142663137,36121,0.003708233119066827,DA,ILS-CN,complete
DAFJS24.txt,-0.2,42128.4,344.764847396019,41596,0.008183668199979562,DA,ILS-CN,complete
DAFJS24.txt,-0.1,49223.2,235.5221857914872,48911,0.004784780058823628,DA,ILS-CN,complete
DAFJS25.txt,-0.3,45308.8,252.72257516889906,45061,0.0055777812515206545,DA,ILS-CN,complete
DAFJS25.txt,-0.2,53360.0,412.0455071955045,52727,0.007721992263783817,DA,ILS-CN,complete
DAFJS25.txt,-0.1,63247.4,185.5621189790639,63039,0.0029339090457325347,DA,ILS-CN,complete
DAFJS26.txt,-0.3,44098.4,171.5176375770141,43877,0.0038894299470505532,DA,ILS-CN,complete
DAFJS26.txt,-0.2,52474.8,215.79087098392176,52147,0.004112276197030227,DA,ILS-CN,complete
DAFJS26.txt,-0.1,62247.4,492.09277580553885,61645,0.00790543501906166,DA,ILS-CN,complete
DAFJS27.txt,-0.3,47852.8,147.86040714132977,47648,0.0030899008447014546,DA,ILS-CN,complete
DAFJS27.txt,-0.2,57234.8,456.42217299338034,56428,0.007974556965227106,DA,ILS-CN,complete
DAFJS27.txt,-0.1,69185.4,258.52910861254924,68795,0.0037367581688123397,DA,ILS-CN,complete
DAFJS28.txt,-0.3,36848.0,237.20349913101987,36494,0.006437350714584777,DA,ILS-CN,complete
DAFJS28.txt,-0.2,42129.6,94.15306686454777,42013,0.0022348435984331154,DA,ILS-CN,complete
DAFJS28.txt,-0.1,48029.0,242.04131878669045,47738,0.005039482787205448,DA,ILS-CN,complete
DAFJS29.txt,-0.3,43503.0,148.13338583857467,43334,0.003405130355115157,DA,ILS-CN,complete
DAFJS29.txt,-0.2,49821.4,189.0827861017497,49538,0.0037952122200851377,DA,ILS-CN,complete
DAFJS29.txt,-0.1,57669.2,234.41245700687415,57384,0.0040647773336005034,DA,ILS-CN,complete
DAFJS30.txt,-0.3,37137.4,113.4517518595462,37006,0.0030549190804834534,DA,ILS-CN,complete
DAFJS30.txt,-0.2,42397.8,245.778762304639,42138,0.005796969708443339,DA,ILS-CN,complete
DAFJS30.txt,-0.1,48817.4,287.14856781812483,48329,0.005882094659242909,DA,ILS-CN,complete
YFJS01.txt,-0.3,55128.0,0.0,55128,0.0,YF,ILS-CN,complete
YFJS01.txt,-0.2,61606.0,0.0,61606,0.0,YF,ILS-CN,complete
