instance_prefix,alfa,cv,min
DA,-0.3,0.003401437452287465,37433.933333333334
DA,-0.2,0.004349948245748775,43728.23333333333
DA,-0.1,0.004362622528847961,51359.76666666667
YF,-0.3,0.00192451776483901,47566.95
YF,-0.2,0.0012105155430204506,54130.1
YF,-0.1,0.0008340239817248537,61917.95
