None,Reduced,Best,Best,YFJS_4_4_7_5_0,-0.1,35046,0,0
None,Reduced,Best,Best,YFJS_4_4_7_5_1,-0.1,28688,0,0
None,Reduced,Best,Best,YFJS_4_4_7_5_2,-0.1,52098,0.001,0
None,Reduced,Best,Best,YFJS_4_4_7_5_3,-0.1,25394,0,0
None,Reduced,Best,Best,YFJS_4_4_7_5_4,-0.1,25750,0.001,0
None,Reduced,Best,Best,YFJS_4_4_7_5_5,-0.1,30952,0,0
None,Reduced,Best,Best,YFJS_4_4_7_5_6,-0.1,46089,0,0
None,Reduced,Best,Best,YFJS_4_4_7_5_7,-0.1,33883,0,0
None,Reduced,Best,Best,YFJS_4_4_7_5_8,-0.1,37049,0,0
None,Reduced,Best,Best,YFJS_4_4_7_5_9,-0.1,29416,0,0
None,Reduced,Best,Best,YFJS_5_4_7_5_0,-0.1,51129,0,0
None,Reduced,Best,Best,YFJS_5_4_7_5_1,-0.1,36343,0,0
None,Reduced,Best,Best,YFJS_5_4_7_5_2,-0.1,32792,0,0
None,Reduced,Best,Best,YFJS_5_4_7_5_3,-0.1,31826,0,0
None,Reduced,Best,Best,YFJS_5_4_7_5_4,-0.1,45442,0,0
None,Reduced,Best,Best,YFJS_5_4_7_5_5,-0.1,33791,0.001,0.001
None,Reduced,Best,Best,YFJS_5_4_7_5_6,-0.1,44044,0.001,0.001
None,Reduced,Best,Best,YFJS_5_4_7_5_7,-0.1,34044,0,0
None,Reduced,Best,Best,YFJS_5_4_7_5_8,-0.1,39046,0,0
None,Reduced,Best,Best,YFJS_5_4_7_5_9,-0.1,30837,0,0
None,Reduced,Best,Best,YFJS_6_4_7_5_0,-0.1,40523,0.001,0
None,Reduced,Best,Best,YFJS_6_4_7_5_1,-0.1,35019,0.001,0.001
None,Reduced,Best,Best,YFJS_6_4_7_5_2,-0.1,45725,0.001,0
None,Reduced,Best,Best,YFJS_6_4_7_5_3,-0.1,40291,0.001,0.001
None,Reduced,Best,Best,YFJS_6_4_7_5_4,-0.1,43555,0,0
None,Reduced,Best,Best,YFJS_6_4_7_5_5,-0.1,54675,0,0
None,Reduced,Best,Best,YFJS_6_4_7_5_6,-0.1,36765,0,0
None,Reduced,Best,Best,YFJS_6_4_7_5_7,-0.1,41838,0,0
None,Reduced,Best,Best,YFJS_6_4_7_5_8,-0.1,44930,0,0
