None,None,None,ECT,YFJS_4_4_7_5_0,-0.1,35243,0,0
None,None,None,ECT,YFJS_4_4_7_5_1,-0.1,28688,0,0
None,None,None,ECT,YFJS_4_4_7_5_2,-0.1,69005,0,0
None,None,None,ECT,YFJS_4_4_7_5_3,-0.1,25394,0,0
None,None,None,ECT,YFJS_4_4_7_5_4,-0.1,27650,0,0
None,None,None,ECT,YFJS_4_4_7_5_5,-0.1,30952,0,0
None,None,None,ECT,YFJS_4_4_7_5_6,-0.1,57652,0,0
None,None,None,ECT,YFJS_4_4_7_5_7,-0.1,51013,0,0
None,None,None,ECT,YFJS_4_4_7_5_8,-0.1,39463,0,0
None,None,None,ECT,YFJS_4_4_7_5_9,-0.1,34363,0,0
None,None,None,ECT,YFJS_5_4_7_5_0,-0.1,51212,0,0
None,None,None,ECT,YFJS_5_4_7_5_1,-0.1,39024,0,0
None,None,None,ECT,YFJS_5_4_7_5_2,-0.1,35177,0,0
None,None,None,ECT,YFJS_5_4_7_5_3,-0.1,42764,0,0
None,None,None,ECT,YFJS_5_4_7_5_4,-0.1,58693,0,0
None,None,None,ECT,YFJS_5_4_7_5_5,-0.1,35831,0,0
None,None,None,ECT,YFJS_5_4_7_5_6,-0.1,62576,0,0
None,None,None,ECT,YFJS_5_4_7_5_7,-0.1,39284,0,0
None,None,None,ECT,YFJS_5_4_7_5_8,-0.1,46478,0,0
None,None,None,ECT,YFJS_5_4_7_5_9,-0.1,42465,0,0
None,None,None,ECT,YFJS_6_4_7_5_0,-0.1,44016,0,0
None,None,None,ECT,YFJS_6_4_7_5_1,-0.1,47389,0,0
None,None,None,ECT,YFJS_6_4_7_5_2,-0.1,59584,0,0
None,None,None,ECT,YFJS_6_4_7_5_3,-0.1,45974,0,0
None,None,None,ECT,YFJS_6_4_7_5_4,-0.1,68698,0,0
None,None,None,ECT,YFJS_6_4_7_5_5,-0.1,55022,0,0
None,None,None,ECT,YFJS_6_4_7_5_6,-0.1,41060,0,0
None,None,None,ECT,YFJS_6_4_7_5_7,-0.1,43232,0,0
None,None,None,ECT,YFJS_6_4_7_5_8,-0.1,55473,0,0
None,None,None,ECT,YFJS_6_4_7_5_9,-0.1,52043,0,0
None,None,None,ECT,DA_2_5_1,-0.1,23948,0,0
None,None,None,ECT,DA_2_5_10,-0.1,23860,0,0
None,None,None,ECT,DA_2_5_11,-0.1,18363,0,0
None,None,None,ECT,DA_2_5_12,-0.1,21690,0,0
None,None,None,ECT,DA_2_5_13,-0.1,22598,0,0
None,None,None,ECT,DA_2_5_14,-0.1,23370,0,0
None,None,None,ECT,DA_2_5_15,-0.1,33413,0,0
None,None,None,ECT,DA_2_5_16,-0.1,25100,0,0
None,None,None,ECT,DA_2_5_17,-0.1,27806,0,0
None,None,None,ECT,DA_2_5_18,-0.1,21563,0,0
None,None,None,ECT,DA_2_5_19,-0.1,33911,0,0
None,None,None,ECT,DA_2_5_2,-0.1,21435,0,0
None,None,None,ECT,DA_2_5_20,-0.1,18681,0,0
None,None,None,ECT,DA_2_5_3,-0.1,27525,0,0
None,None,None,ECT,DA_2_5_4,-0.1,22472,0,0
None,None,None,ECT,DA_2_5_5,-0.1,25691,0,0
None,None,None,ECT,DA_2_5_6,-0.1,21144,0,0
None,None,None,ECT,DA_2_5_7,-0.1,19308,0,0
None,None,None,ECT,DA_2_5_8,-0.1,21329,0,0
None,None,None,ECT,DA_2_5_9,-0.1,26421,0,0
None,None,None,ECT,DAFJS_3_5_1,-0.1,25020,0,0
None,None,None,ECT,DAFJS_3_5_10,-0.1,31892,0,0
None,None,None,ECT,DAFJS_3_5_2,-0.1,33389,0,0
None,None,None,ECT,DAFJS_3_5_3,-0.1,27581,0,0
None,None,None,ECT,DAFJS_3_5_4,-0.1,25879,0,0
None,None,None,ECT,DAFJS_3_5_5,-0.1,25974,0,0
None,None,None,ECT,DAFJS_3_5_6,-0.1,31060,0,0
None,None,None,ECT,DAFJS_3_5_7,-0.1,30947,0,0
None,None,None,ECT,DAFJS_3_5_8,-0.1,21151,0,0
None,None,None,ECT,DAFJS_3_5_9,-0.1,27249,0,0
None,None,None,ECT,YFJS_4_4_7_5_0,-0.2,34443,0,0
None,None,None,ECT,YFJS_4_4_7_5_1,-0.2,27557,0,0
None,None,None,ECT,YFJS_4_4_7_5_2,-0.2,60302,0,0
None,None,None,ECT,YFJS_4_4_7_5_3,-0.2,24669,0,0
None,None,None,ECT,YFJS_4_4_7_5_4,-0.2,26135,0,0
None,None,None,ECT,YFJS_4_4_7_5_5,-0.2,29080,0,0
None,None,None,ECT,YFJS_4_4_7_5_6,-0.2,53702,0,0
None,None,None,ECT,YFJS_4_4_7_5_7,-0.2,40884,0,0
None,None,None,ECT,YFJS_4_4_7_5_8,-0.2,37593,0,0
None,None,None,ECT,YFJS_4_4_7_5_9,-0.2,31742,0,0
None,None,None,ECT,YFJS_5_4_7_5_0,-0.2,47079,0,0
None,None,None,ECT,YFJS_5_4_7_5_1,-0.2,36691,0,0
None,None,None,ECT,YFJS_5_4_7_5_2,-0.2,31720,0,0
None,None,None,ECT,YFJS_5_4_7_5_3,-0.2,39862,0,0
None,None,None,ECT,YFJS_5_4_7_5_4,-0.2,51504,0,0
None,None,None,ECT,YFJS_5_4_7_5_5,-0.2,33285,0,0
None,None,None,ECT,YFJS_5_4_7_5_6,-0.2,57600,0,0
None,None,None,ECT,YFJS_5_4_7_5_7,-0.2,31911,0,0
None,None,None,ECT,YFJS_5_4_7_5_8,-0.2,41451,0,0
None,None,None,ECT,YFJS_5_4_7_5_9,-0.2,39600,0,0
None,None,None,ECT,YFJS_6_4_7_5_0,-0.2,40765,0,0
None,None,None,ECT,YFJS_6_4_7_5_1,-0.2,32485,0,0
None,None,None,ECT,YFJS_6_4_7_5_2,-0.2,52628,0,0
None,None,None,ECT,YFJS_6_4_7_5_3,-0.2,41759,0,0
None,None,None,ECT,YFJS_6_4_7_5_4,-0.2,61260,0,0
None,None,None,ECT,YFJS_6_4_7_5_5,-0.2,49412,0,0
None,None,None,ECT,YFJS_6_4_7_5_6,-0.2,36561,0,0
None,None,None,ECT,YFJS_6_4_7_5_7,-0.2,40325,0,0
None,None,None,ECT,YFJS_6_4_7_5_8,-0.2,41834,0,0
None,None,None,ECT,YFJS_6_4_7_5_9,-0.2,46003,0,0
None,None,None,ECT,DA_2_5_1,-0.2,23199,0,0
None,None,None,ECT,DA_2_5_10,-0.2,22775,0,0
None,None,None,ECT,DA_2_5_11,-0.2,17972,0,0
None,None,None,ECT,DA_2_5_12,-0.2,21121,0,0
None,None,None,ECT,DA_2_5_13,-0.2,20826,0,0
None,None,None,ECT,DA_2_5_14,-0.2,22193,0,0
None,None,None,ECT,DA_2_5_15,-0.2,25088,0,0
None,None,None,ECT,DA_2_5_16,-0.2,22921,0,0
None,None,None,ECT,DA_2_5_17,-0.2,25400,0,0
None,None,None,ECT,DA_2_5_18,-0.2,21021,0,0
None,None,None,ECT,DA_2_5_19,-0.2,31269,0,0
None,None,None,ECT,DA_2_5_2,-0.2,20370,0,0
None,None,None,ECT,DA_2_5_20,-0.2,17181,0,0
None,None,None,ECT,DA_2_5_3,-0.2,25919,0,0
None,None,None,ECT,DA_2_5_4,-0.2,21969,0,0
None,None,None,ECT,DA_2_5_5,-0.2,24593,0,0
None,None,None,ECT,DA_2_5_6,-0.2,20519,0,0
None,None,None,ECT,DA_2_5_7,-0.2,19133,0,0
None,None,None,ECT,DA_2_5_8,-0.2,20340,0,0
None,None,None,ECT,DA_2_5_9,-0.2,21286,0,0
None,None,None,ECT,DAFJS_3_5_1,-0.2,22689,0,0
None,None,None,ECT,DAFJS_3_5_10,-0.2,29188,0,0
None,None,None,ECT,DAFJS_3_5_2,-0.2,30242,0,0
None,None,None,ECT,DAFJS_3_5_3,-0.2,24500,0,0
None,None,None,ECT,DAFJS_3_5_4,-0.2,24209,0,0
None,None,None,ECT,DAFJS_3_5_5,-0.2,23630,0,0
None,None,None,ECT,DAFJS_3_5_6,-0.2,26652,0,0
None,None,None,ECT,DAFJS_3_5_7,-0.2,27477,0,0
None,None,None,ECT,DAFJS_3_5_8,-0.2,19789,0,0
None,None,None,ECT,DAFJS_3_5_9,-0.2,24491,0,0
None,None,None,ECT,YFJS_4_4_7_5_0,-0.3,33697,0,0
None,None,None,ECT,YFJS_4_4_7_5_1,-0.3,25969,0,0
None,None,None,ECT,YFJS_4_4_7_5_2,-0.3,52865,0,0
None,None,None,ECT,YFJS_4_4_7_5_3,-0.3,24017,0,0
None,None,None,ECT,YFJS_4_4_7_5_4,-0.3,24743,0,0
None,None,None,ECT,YFJS_4_4_7_5_5,-0.3,27366,0,0
None,None,None,ECT,YFJS_4_4_7_5_6,-0.3,50110,0,0
None,None,None,ECT,YFJS_4_4_7_5_7,-0.3,40567,0,0
None,None,None,ECT,YFJS_4_4_7_5_8,-0.3,34357,0,0
None,None,None,ECT,YFJS_4_4_7_5_9,-0.3,29397,0,0
None,None,None,ECT,YFJS_5_4_7_5_0,-0.3,43254,0,0
None,None,None,ECT,YFJS_5_4_7_5_1,-0.3,35223,0,0
None,None,None,ECT,YFJS_5_4_7_5_2,-0.3,28751,0,0
None,None,None,ECT,YFJS_5_4_7_5_3,-0.3,37177,0,0
None,None,None,ECT,YFJS_5_4_7_5_4,-0.3,46583,0,0
None,None,None,ECT,YFJS_5_4_7_5_5,-0.3,30576,0,0
None,None,None,ECT,YFJS_5_4_7_5_6,-0.3,50137,0,0
None,None,None,ECT,YFJS_5_4_7_5_7,-0.3,29764,0,0
None,None,None,ECT,YFJS_5_4_7_5_8,-0.3,37034,0,0
None,None,None,ECT,YFJS_5_4_7_5_9,-0.3,37063,0,0
None,None,None,ECT,YFJS_6_4_7_5_0,-0.3,35905,0,0
None,None,None,ECT,YFJS_6_4_7_5_1,-0.3,30212,0,0
None,None,None,ECT,YFJS_6_4_7_5_2,-0.3,46589,0,0
None,None,None,ECT,YFJS_6_4_7_5_3,-0.3,37998,0,0
None,None,None,ECT,YFJS_6_4_7_5_4,-0.3,54247,0,0
None,None,None,ECT,YFJS_6_4_7_5_5,-0.3,54006,0,0
None,None,None,ECT,YFJS_6_4_7_5_6,-0.3,33799,0,0
None,None,None,ECT,YFJS_6_4_7_5_7,-0.3,37547,0,0
None,None,None,ECT,YFJS_6_4_7_5_8,-0.3,39146,0,0
None,None,None,ECT,YFJS_6_4_7_5_9,-0.3,40752,0,0
None,None,None,ECT,DA_2_5_1,-0.3,21535,0,0
None,None,None,ECT,DA_2_5_10,-0.3,21461,0,0
None,None,None,ECT,DA_2_5_11,-0.3,17621,0,0
None,None,None,ECT,DA_2_5_12,-0.3,20391,0,0
None,None,None,ECT,DA_2_5_13,-0.3,19253,0,0
None,None,None,ECT,DA_2_5_14,-0.3,21480,0,0
None,None,None,ECT,DA_2_5_15,-0.3,24767,0,0
None,None,None,ECT,DA_2_5_16,-0.3,20943,0,0
None,None,None,ECT,DA_2_5_17,-0.3,23295,0,0
None,None,None,ECT,DA_2_5_18,-0.3,20176,0,0
None,None,None,ECT,DA_2_5_19,-0.3,28718,0,0
None,None,None,ECT,DA_2_5_2,-0.3,19394,0,0
None,None,None,ECT,DA_2_5_20,-0.3,15425,0,0
None,None,None,ECT,DA_2_5_3,-0.3,24467,0,0
None,None,None,ECT,DA_2_5_4,-0.3,20524,0,0
None,None,None,ECT,DA_2_5_5,-0.3,23797,0,0
None,None,None,ECT,DA_2_5_6,-0.3,19941,0,0
None,None,None,ECT,DA_2_5_7,-0.3,18395,0,0
None,None,None,ECT,DA_2_5_8,-0.3,19426,0,0
None,None,None,ECT,DA_2_5_9,-0.3,19587,0,0
None,None,None,ECT,DAFJS_3_5_1,-0.3,21299,0,0
None,None,None,ECT,DAFJS_3_5_10,-0.3,26829,0,0
None,None,None,ECT,DAFJS_3_5_2,-0.3,28000,0,0
None,None,None,ECT,DAFJS_3_5_3,-0.3,22524,0,0
None,None,None,ECT,DAFJS_3_5_4,-0.3,22976,0,0
None,None,None,ECT,DAFJS_3_5_5,-0.3,21613,0,0
None,None,None,ECT,DAFJS_3_5_6,-0.3,23595,0,0
None,None,None,ECT,DAFJS_3_5_7,-0.3,24429,0,0
None,None,None,ECT,DAFJS_3_5_8,-0.3,18560,0,0
None,None,None,ECT,DAFJS_3_5_9,-0.3,22071,0,0
None,None,None,ECT,YFJS_4_4_7_5_0,-0.1,35243,0,0
None,None,None,ECT,YFJS_4_4_7_5_1,-0.1,28688,0,0
None,None,None,ECT,YFJS_4_4_7_5_2,-0.1,69005,0,0
None,None,None,ECT,YFJS_4_4_7_5_3,-0.1,25394,0,0
None,None,None,ECT,YFJS_4_4_7_5_4,-0.1,27650,0,0
None,None,None,ECT,YFJS_4_4_7_5_5,-0.1,30952,0,0
None,None,None,ECT,YFJS_4_4_7_5_6,-0.1,57652,0,0
None,None,None,ECT,YFJS_4_4_7_5_7,-0.1,51013,0,0
None,None,None,ECT,YFJS_4_4_7_5_8,-0.1,39463,0,0
None,None,None,ECT,YFJS_4_4_7_5_9,-0.1,34363,0,0
None,None,None,ECT,YFJS_5_4_7_5_0,-0.1,51212,0,0
None,None,None,ECT,YFJS_5_4_7_5_1,-0.1,39024,0,0
None,None,None,ECT,YFJS_5_4_7_5_2,-0.1,35177,0,0
None,None,None,ECT,YFJS_5_4_7_5_3,-0.1,42764,0,0
None,None,None,ECT,YFJS_5_4_7_5_4,-0.1,58693,0,0
None,None,None,ECT,YFJS_5_4_7_5_5,-0.1,35831,0,0
None,None,None,ECT,YFJS_5_4_7_5_6,-0.1,62576,0,0
None,None,None,ECT,YFJS_5_4_7_5_7,-0.1,39284,0,0
None,None,None,ECT,YFJS_5_4_7_5_8,-0.1,46478,0,0
None,None,None,ECT,YFJS_5_4_7_5_9,-0.1,42465,0,0
None,None,None,ECT,YFJS_6_4_7_5_0,-0.1,44016,0,0
None,None,None,ECT,YFJS_6_4_7_5_1,-0.1,47389,0,0
None,None,None,ECT,YFJS_6_4_7_5_2,-0.1,59584,0,0
None,None,None,ECT,YFJS_6_4_7_5_3,-0.1,45974,0,0
None,None,None,ECT,YFJS_6_4_7_5_4,-0.1,68698,0,0
None,None,None,ECT,YFJS_6_4_7_5_5,-0.1,55022,0,0
None,None,None,ECT,YFJS_6_4_7_5_6,-0.1,41060,0,0
None,None,None,ECT,YFJS_6_4_7_5_7,-0.1,43232,0,0
None,None,None,ECT,YFJS_6_4_7_5_8,-0.1,55473,0,0
None,None,None,ECT,YFJS_6_4_7_5_9,-0.1,52043,0,0
None,None,None,ECT,DA_2_5_1,-0.1,23948,0,0
None,None,None,ECT,DA_2_5_10,-0.1,23860,0,0
None,None,None,ECT,DA_2_5_11,-0.1,18363,0,0
None,None,None,ECT,DA_2_5_12,-0.1,21690,0,0
None,None,None,ECT,DA_2_5_13,-0.1,22598,0,0
None,None,None,ECT,DA_2_5_14,-0.1,23370,0,0
None,None,None,ECT,DA_2_5_15,-0.1,33413,0,0
None,None,None,ECT,DA_2_5_16,-0.1,25100,0,0
None,None,None,ECT,DA_2_5_17,-0.1,27806,0,0
None,None,None,ECT,DA_2_5_18,-0.1,21563,0,0
None,None,None,ECT,DA_2_5_19,-0.1,33911,0,0
None,None,None,ECT,DA_2_5_2,-0.1,21435,0,0
None,None,None,ECT,DA_2_5_20,-0.1,18681,0,0
None,None,None,ECT,DA_2_5_3,-0.1,27525,0,0
None,None,None,ECT,DA_2_5_4,-0.1,22472,0,0
None,None,None,ECT,DA_2_5_5,-0.1,25691,0,0
None,None,None,ECT,DA_2_5_6,-0.1,21144,0,0
None,None,None,ECT,DA_2_5_7,-0.1,19308,0,0
None,None,None,ECT,DA_2_5_8,-0.1,21329,0,0
None,None,None,ECT,DA_2_5_9,-0.1,26421,0,0
None,None,None,ECT,DAFJS_3_5_1,-0.1,25020,0,0
None,None,None,ECT,DAFJS_3_5_10,-0.1,31892,0,0
None,None,None,ECT,DAFJS_3_5_2,-0.1,33389,0,0
None,None,None,ECT,DAFJS_3_5_3,-0.1,27581,0,0
None,None,None,ECT,DAFJS_3_5_4,-0.1,25879,0,0
None,None,None,ECT,DAFJS_3_5_5,-0.1,25974,0,0
None,None,None,ECT,DAFJS_3_5_6,-0.1,31060,0,0
None,None,None,ECT,DAFJS_3_5_7,-0.1,30947,0,0
None,None,None,ECT,DAFJS_3_5_8,-0.1,21151,0,0
None,None,None,ECT,DAFJS_3_5_9,-0.1,27249,0,0
None,None,None,ECT,YFJS_4_4_7_5_0,-0.2,34443,0,0
None,None,None,ECT,YFJS_4_4_7_5_1,-0.2,27557,0,0
None,None,None,ECT,YFJS_4_4_7_5_2,-0.2,60302,0,0
