ILS,-0.1,YFJS_4_4_7_5_0,35243,0,1708998923
ILS,-0.1,YFJS_4_4_7_5_0,35046,0,1708998923
ILS,-0.1,YFJS_4_4_7_5_1,28688,0,1708998923
ILS,-0.1,YFJS_4_4_7_5_1,25982,0,1708998923
ILS,-0.1,YFJS_4_4_7_5_2,62704,0,1708998923
ILS,-0.1,YFJS_4_4_7_5_2,52098,0,1708998923
ILS,-0.1,YFJS_4_4_7_5_2,47584,0.002,1708998923
ILS,-0.1,YFJS_4_4_7_5_1,24359,0.005,1708998923
ILS,-0.1,YFJS_4_4_7_5_2,47391,0.006,1708998923
ILS,-0.1,YFJS_4_4_7_5_0,35046,100,1708998923
ILS,-0.1,YFJS_4_4_7_5_1,24359,100,1708998923
ILS,-0.1,YFJS_4_4_7_5_2,47391,100,1708998923
ILS,-0.1,YFJS_4_4_7_5_3,25394,0,1708999023
ILS,-0.1,YFJS_4_4_7_5_4,27650,0,1708999023
ILS,-0.1,YFJS_4_4_7_5_4,25750,0,1708999023
ILS,-0.1,YFJS_4_4_7_5_4,23985,0.001,1708999023
ILS,-0.1,YFJS_4_4_7_5_5,30952,0,1708999023
ILS,-0.1,YFJS_4_4_7_5_6,51782,0,1708999023
ILS,-0.1,YFJS_4_4_7_5_6,46089,0,1708999023
ILS,-0.1,YFJS_4_4_7_5_6,45890,0.002,1708999023
ILS,-0.1,YFJS_4_4_7_5_5,30508,0.008,1708999023
ILS,-0.1,YFJS_4_4_7_5_5,29469,0.008,1708999023
ILS,-0.1,YFJS_4_4_7_5_6,45705,0.026,1708999023
ILS,-0.1,YFJS_4_4_7_5_3,25394,100,1708999023
ILS,-0.1,YFJS_4_4_7_5_4,23985,100,1708999023
ILS,-0.1,YFJS_4_4_7_5_5,29469,100,1708999023
ILS,-0.1,YFJS_4_4_7_5_6,45705,100,1708999023
ILS,-0.1,YFJS_4_4_7_5_7,35336,0,1708999123
ILS,-0.1,YFJS_4_4_7_5_7,33883,0,1708999123
ILS,-0.1,YFJS_4_4_7_5_8,38626,0,1708999123
ILS,-0.1,YFJS_4_4_7_5_8,37049,0,1708999123
ILS,-0.1,YFJS_4_4_7_5_9,32975,0,1708999123
ILS,-0.1,YFJS_4_4_7_5_9,29416,0,1708999123
ILS,-0.1,YFJS_5_4_7_5_0,51212,0,1708999123
ILS,-0.1,YFJS_5_4_7_5_0,51129,0,1708999123
ILS,-0.1,YFJS_5_4_7_5_0,41300,0.001,1708999123
ILS,-0.1,YFJS_4_4_7_5_7,33829,0.007,1708999123
ILS,-0.1,YFJS_4_4_7_5_9,27310,0.007,1708999123
ILS,-0.1,YFJS_4_4_7_5_7,33829,100,1708999123
ILS,-0.1,YFJS_4_4_7_5_8,37049,100,1708999123
ILS,-0.1,YFJS_4_4_7_5_9,27310,100,1708999123
ILS,-0.1,YFJS_5_4_7_5_0,41300,100,1708999123
ILS,-0.1,YFJS_5_4_7_5_1,38889,0,1708999223
ILS,-0.1,YFJS_5_4_7_5_1,36343,0,1708999223
ILS,-0.1,YFJS_5_4_7_5_1,31451,0.001,1708999223
ILS,-0.1,YFJS_5_4_7_5_2,35177,0,1708999223
ILS,-0.1,YFJS_5_4_7_5_2,32792,0,1708999223
ILS,-0.1,YFJS_5_4_7_5_3,41560,0,1708999223
ILS,-0.1,YFJS_5_4_7_5_3,31826,0,1708999223
ILS,-0.1,YFJS_5_4_7_5_2,31085,0.002,1708999223
ILS,-0.1,YFJS_5_4_7_5_3,31751,0.001,1708999223
ILS,-0.1,YFJS_5_4_7_5_4,57017,0,1708999223
ILS,-0.1,YFJS_5_4_7_5_4,45442,0,1708999223
ILS,-0.1,YFJS_5_4_7_5_2,30962,0.007,1708999223
ILS,-0.1,YFJS_5_4_7_5_3,31398,0.005,1708999223
ILS,-0.1,YFJS_5_4_7_5_1,31332,0.022,1708999223
ILS,-0.1,YFJS_5_4_7_5_1,30145,0.058,1708999223
ILS,-0.1,YFJS_5_4_7_5_1,30145,100,1708999223
ILS,-0.1,YFJS_5_4_7_5_2,30962,100,1708999223
ILS,-0.1,YFJS_5_4_7_5_3,31398,100,1708999223
ILS,-0.1,YFJS_5_4_7_5_4,45442,100,1708999223
ILS,-0.1,YFJS_5_4_7_5_5,35831,0,1708999323
ILS,-0.1,YFJS_5_4_7_5_5,33791,0,1708999323
ILS,-0.1,YFJS_5_4_7_5_6,53052,0,1708999323
ILS,-0.1,YFJS_5_4_7_5_6,44044,0,1708999323
ILS,-0.1,YFJS_5_4_7_5_7,37217,0,1708999323
ILS,-0.1,YFJS_5_4_7_5_7,34044,0,1708999323
ILS,-0.1,YFJS_5_4_7_5_8,46478,0,1708999323
ILS,-0.1,YFJS_5_4_7_5_7,28247,0.001,1708999323
ILS,-0.1,YFJS_5_4_7_5_8,39046,0,1708999323
ILS,-0.1,YFJS_5_4_7_5_8,34324,0.001,1708999323
ILS,-0.1,YFJS_5_4_7_5_6,42838,0.004,1708999323
ILS,-0.1,YFJS_5_4_7_5_8,33601,0.015,1708999323
ILS,-0.1,YFJS_5_4_7_5_5,33791,100,1708999323
ILS,-0.1,YFJS_5_4_7_5_6,42838,100,1708999323
ILS,-0.1,YFJS_5_4_7_5_7,28247,100,1708999323
ILS,-0.1,YFJS_5_4_7_5_8,33601,100,1708999323
ILS,-0.1,YFJS_5_4_7_5_9,42408,0,1708999423
ILS,-0.1,YFJS_5_4_7_5_9,30837,0,1708999423
ILS,-0.1,YFJS_6_4_7_5_0,44016,0,1708999423
ILS,-0.1,YFJS_6_4_7_5_0,40523,0.001,1708999423
ILS,-0.1,YFJS_6_4_7_5_0,39673,0.001,1708999423
ILS,-0.1,YFJS_6_4_7_5_1,43722,0,1708999423
ILS,-0.1,YFJS_6_4_7_5_1,35019,0,1708999423
